Stemmed User Reviews,Labels
"[('good', 'JJ'), ('thing', 'NN'), ('come', 'JJ'), ('end', 'NN')]",1
"[('still', 'RB'), ('greatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('noth', 'DT'), ('better', 'JJR')]",1
"[('pretti', 'RB'), ('much', 'JJ'), ('outstand', 'NN')]",1
"[('great', 'JJ')]",1
"[('unpreced', 'JJ')]",1
"[('save', 'NN'), ('best', 'JJS'), ('last', 'JJ')]",1
"[('live', 'JJ'), ('see', 'NN')]",1
"[('suprem', 'JJ'), ('motion', 'NN'), ('pictur', 'NN'), ('time', 'NN')]",1
"[('first', 'RB'), ('great', 'JJ'), ('cinemat', 'NN'), ('masterpiec', 'NN'), ('twentyfirst', 'NN'), ('centuri', 'NN')]",1
"[('perfect', 'JJ'), ('way', 'NN'), ('finish', 'JJ'), ('trilog', 'NN')]",1
"[('doubt', 'NN'), ('ever', 'RB'), ('film', 'NN'), ('made', 'VBD'), ('qualiti', 'NN')]",1
"[('part', 'NN'), ('3', 'CD'), ('s', 'NN'), ('realli', 'NN'), ('thought', 'VBD'), ('count', 'NN')]",1
"[('monument', 'NN'), ('film', 'NN')]",0
"[('object', 'JJ'), ('unhyp', 'JJ'), ('view', 'NN'), ('stun', 'NN'), ('simpli', 'NN'), ('stun', 'NN')]",1
"[('brilliant', 'JJ'), ('simpli', 'NN'), ('brilliant', 'NN')]",1
"[('summari', 'NN'), ('film', 'NN'), ('extend', 'VBP'), ('dvd', 'NN'), ('version', 'NN')]",1
"[('fantast', 'JJ'), ('conclus', 'NN'), ('great', 'JJ'), ('trilog', 'NN')]",0
"[('put', 'NN'), ('asid', 'NN'), ('ranger', 'NN'), ('becom', 'NN'), ('born', 'NN')]",1
"[('greatest', 'JJS'), ('epic', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('journey', 'JJ'), ('end', 'NN'), ('uniqu', 'NN'), ('movi', 'NN')]",1
"[('mani', 'JJ'), ('way', 'NN'), ('grander', 'NN'), ('scale', 'NN'), ('first', 'RB'), ('two', 'CD'), ('instal', 'JJ'), ('trilog', 'NN')]",1
"[('aweevok', 'NN')]",1
"[('best', 'JJS'), ('trilog', 'NN'), ('ever', 'RB')]",1
"[('shotgun', 'NN')]",1
"[('masterpiec', 'NN'), ('without', 'IN'), ('messag', 'NN')]",0
"[('masterpiec', 'NN'), ('screenwrit', 'NN')]",1
"[('rebirth', 'NN'), ('genr', 'NN'), ('film', 'NN'), ('histori', 'NN')]",1
"[('rewatch', 'VB'), ('movi', 'NN'), ('time', 'NN')]",1
"[('alway', 'RB'), ('alway', 'RB'), ('person', 'NN'), ('favourit', 'NN')]",1
"[('one', 'CD'), ('funniest', 'JJS'), ('movi', 'NN'), ('ever', 'RB')]",1
"[('s', 'JJ'), ('wild', 'JJ'), ('s', 'NNS'), ('chaotic', 'JJ'), ('s', 'NN'), ('pulp', 'NN'), ('fiction', 'NN')]",1
"[('favourit', 'NN'), ('movi', 'NN')]",1
"[('overr', 'NN')]",1
"[('pulp', 'NN'), ('fiction', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('s', 'NN'), ('ve', 'NN'), ('seen', 'VBN'), ('long', 'JJ'), ('time', 'NN'), ('still', 'RB')]",1
"[('bit', 'NN'), ('rate', 'NN'), ('good', 'JJ')]",1
"[('nt', 'NNS'), ('get', 'VBP')]",0
"[('fun', 'NN'), ('cult', 'NN'), ('film', 'NN'), ('tad', 'NN'), ('overr', 'NN')]",0
"[('ah', 'JJ'), ('rational', 'JJ'), ('pig', 'NN'), ('better', 'RBR'), ('person', 'NN'), ('would', 'MD'), ('ceas', 'VB'), ('filthi', 'JJ'), ('anim', 'NN'), ('true', 'JJ')]",0
"[('brilliantli', 'NN'), ('construct', 'NN')]",0
"[('unbeliev', 'NN')]",1
"[('tarantino', 'NN'), ('s', 'NN'), ('mad', 'JJ'), ('mad', 'JJ'), ('mad', 'NN'), ('mad', 'JJ'), ('world', 'NN')]",0
"[('perfect', 'JJ'), ('movi', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('centuri', 'NN')]",1
"[('icon', 'NN')]",1
"[('deserv', 'NN'), ('prais', 'NN'), ('gotten', 'CD'), ('year', 'NN')]",1
"[('awesom', 'NN')]",1
"[('lightn', 'NN'), ('bottl', 'NN')]",1
"[('first', 'RB'), ('still', 'RB'), ('best', 'JJS'), ('lotr', 'NN')]",1
"[('fellowship', 'NN'), ('ring', 'VBG'), ('movi', 'JJ'), ('door', 'NN'), ('anoth', 'DT'), ('dimens', 'NNS')]",1
"[('thank', 'NN'), ('mr', 'NN'), ('jackson', 'NN')]",1
"[('great', 'JJ')]",1
"[('hell', 'NN'), ('film', 'NN'), ('thing', 'NN')]",1
"[('near', 'IN'), ('perfect', 'JJ'), ('adapt', 'JJ'), ('fantasi', 'NN'), ('benchmark', 'NN')]",0
"[('absolut', 'RB'), ('incred', 'VBN'), ('film', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('rememb', 'NN'), ('bilbo', 'NN'), ('use', 'NN'), ('say', 'VBP'), ('s', 'NN'), ('danger', 'NN'), ('busi', 'NN'), ('frodo', 'NN'), ('go', 'VBP'), ('door', 'NN')]",1
"[('amaz', 'RB'), ('begin', 'VB'), ('trilog', 'NN'), ('amaz', 'JJ'), ('end', 'NN'), ('movi', 'NN')]",0
"[('fantasi', 'JJ'), ('motion', 'NN'), ('pictur', 'NN'), ('rule', 'NN')]",1
"[('part', 'NN'), ('one', 'CD'), ('help', 'NN'), ('even', 'RB'), ('imposs', 'VB'), ('achiev', 'NN')]",1
"[('absolut', 'JJ'), ('game', 'NN'), ('changer', 'NN')]",1
"[('wow', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('begin', 'NN')]",1
"[('embrac', 'NN'), ('magic', 'NN')]",1
"[('one', 'CD'), ('ring', 'NN'), ('three', 'CD'), ('movi', 'NN'), ('rule', 'NN')]",1
"[('may', 'MD'), ('forgotten', 'VB'), ('good', 'JJ')]",1
"[('rpg', 'JJ'), ('game', 'NN'), ('movi', 'NN')]",1
"[('masterpiec', 'NN')]",0
"[('nt', 'NNS'), ('know', 'VB'), ('could', 'MD'), ('much', 'RB'), ('better', 'VB')]",1
"[('unbeliev', 'RB'), ('good', 'JJ'), ('stand', 'VB'), ('test', 'NN'), ('time', 'NN')]",1
"[('excel', 'NN')]",1
"[('truli', 'NN'), ('except', 'IN'), ('film', 'NN')]",1
"[('girl', 'NN'), ('nt', 'CC'), ('enjoy', 'VB'), ('western', 'JJ'), ('much', 'RB'), ('one', 'CD'), ('greatest', 'JJS'), ('film', 'NN'), ('ever', 'RB')]",1
"[('brutal', 'JJ'), ('brilliant', 'JJ'), ('one', 'CD'), ('best', 'JJS'), ('western', 'JJ'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('sergio', 'NN'), ('leon', 'NN'), ('s', 'NN'), ('penultim', 'NN'), ('italianwestern', 'NN'), ('film', 'NN'), ('get', 'VBP'), ('better', 'JJR'), ('pass', 'NN'), ('year', 'NN')]",1
"[('two', 'CD'), ('kind', 'NN'), ('peopl', 'JJ'), ('world', 'NN'), ('friend', 'NN')]",1
"[('good', 'JJ'), ('better', 'JJR'), ('best', 'JJS')]",0
"[('greatest', 'JJS'), ('great', 'JJ')]",1
"[('cinemat', 'NN'), ('masterpiec', 'NN'), ('also', 'RB'), ('entertain', 'VB'), ('western', 'JJ'), ('time', 'NN')]",1
"[('best', 'JJS'), ('western', 'JJ'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('king', 'VBG'), ('cool', 'NN')]",1
"[('made', 'VBN'), ('love', 'NN'), ('western', 'JJ'), ('brilliant', 'NN')]",1
"[('primal', 'JJ'), ('honesti', 'NN'), ('moral', 'JJ')]",1
"[('got', 'VBD'), ('quentin', 'JJ'), ('tarantino', 'NN'), ('damn', 'NN'), ('excit', 'NN')]",1
"[('film', 'NN'), ('make', 'VBP'), ('highest', 'JJS'), ('order', 'NN')]",1
"[('sergio', 'NN'), ('leon', 'NN'), ('s', 'NN'), ('visionari', 'NN'), ('film', 'NN')]",1
"[('good', 'JJ'), ('better', 'JJR'), ('best', 'JJS')]",1
"[('western', 'JJ'), ('nt', 'NNS'), ('get', 'VBP'), ('better', 'JJR')]",1
"[('shoot', 'NN'), ('shoot', 'NN'), ('nt', 'NN'), ('talk', 'NN')]",1
"[('sergio', 'NN'), ('leon', 'NN'), ('highli', 'NN'), ('person', 'NN'), ('filmmak', 'NN')]",1
"[('sever', 'RB'), ('fist', 'JJ'), ('cadav', 'NN')]",1
"[('best', 'JJS'), ('cinemat', 'NN'), ('medit', 'NN'), ('greed', 'NN'), ('sinc', 'NN'), ('treasur', 'JJ'), ('sierra', 'NN'), ('madr', 'NN')]",1
"[('roy', 'NN'), ('roger', 'NN'), ('meet', 'VB'), ('vatican', 'JJ'), ('meet', 'NN'), ('kurosawa', 'NN')]",1
"[('classic', 'JJ')]",1
"[('world', 'NN'), ('black', 'JJ'), ('white', 'JJ')]",1
"[('among', 'IN'), ('finest', 'JJS'), ('western', 'JJ'), ('though', 'IN'), ('tast', 'NN')]",0
"[('let', 'VB'), ('s', 'PRP'), ('see', 'VB'), ('world', 'NN'), ('eye', 'NN'), ('forrest', 'JJS'), ('gump', 'NN')]",1
"[('pure', 'NN'), ('charm', 'NN')]",1
"[('opinion', 'NN'), ('film', 'NN'), ('touch', 'JJ'), ('one', 'CD')]",1
"[('drop', 'NN'), ('key', 'NN')]",1
"[('role', 'NN'), ('innoc', 'JJ'), ('posit', 'NN'), ('think', 'VBP'), ('thu', 'NN'), ('success', 'NN')]",0
"[('beauti', 'NN'), ('fabl', 'NN'), ('futur', 'NN')]",1
"[('box', 'NN'), ('chocol', 'NN')]",1
"[('thirti', 'JJ'), ('year', 'NN'), ('s', 'NN'), ('still', 'RB'), ('wonder', 'VB')]",1
"[('forrest', 'JJS'), ('gump', 'NN'), ('movi', 'NN'), ('masterpiec', 'NN'), ('wo', 'MD'), ('nt', 'VB'), ('forgotten', 'JJ'), ('continu', 'NN'), ('inspir', 'NN')]",1
"[('puriti', 'NN'), ('innoc', 'NN'), ('retain', 'NN')]",1
"[('contemporari', 'NN'), ('classic', 'JJ'), ('one', 'CD'), ('alltim', 'NN'), ('fave', 'NN')]",1
"[('encapsul', 'NN')]",1
"[('tom', 'NN'), ('hank', 'NN'), ('deliv', 'NN'), ('astound', 'IN'), ('perform', 'NN'), ('forrest', 'JJS'), ('gump', 'NN')]",1
"[('beauti', 'NN'), ('film', 'NN')]",1
"[('mama', 'NN'), ('said', 'VBD')]",1
"[('quit', 'NN'), ('possibl', 'NN'), ('best', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('hand', 'NN'), ('unseen', 'JJ'), ('provid', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('90', 'CD'), ('s', 'NN')]",1
"[('life', 'NN'), ('like', 'IN'), ('box', 'NN'), ('chocol', 'NN'), ('never', 'RB'), ('truli', 'RB'), ('know', 'VBP'), ('re', 'JJ'), ('gon', 'NN'), ('na', 'TO'), ('get', 'VB'), ('forrest', 'JJS'), ('gump', 'NN'), ('amaz', 'NN')]",1
"[('low', 'JJ'), ('rate', 'NN')]",1
"[('zen', 'NN'), ('forrest', 'JJS'), ('gump', 'NN')]",1
"[('life', 'NN'), ('s', 'VBD'), ('lesson', 'JJ'), ('one', 'CD'), ('movi', 'NN')]",1
"[('20', 'CD'), ('year', 'NN'), ('still', 'RB'), ('love', 'VB'), ('forrest', 'JJS'), ('gump', 'NN')]",1
"[('felt', 'NNS'), ('like', 'IN'), ('run', 'NN')]",1
"[('need', 'NN'), ('watch', 'NN')]",0
"[('great', 'JJ'), ('movi', 'NN'), ('watch', 'NN')]",1
"[('superb', 'NN')]",1
"[('crazi', 'NN'), ('cult', 'NN'), ('plot', 'NN'), ('twist', 'NN'), ('awesom', 'NN'), ('fight', 'NN'), ('club', 'NN')]",1
"[('fincher', 'RB'), ('s', 'JJ'), ('tour', 'NN'), ('de', 'IN'), ('forc', 'FW'), ('bruis', 'NNS'), ('assault', 'NN'), ('sens', 'NNS')]",1
"[('delight', 'NN'), ('romant', 'NN'), ('comedi', 'NN')]",1
"[('welcom', 'NN'), ('movi', 'NN'), ('heaven', 'NN')]",1
"[('s', 'VB'), ('one', 'CD'), ('best', 'JJS')]",1
"[('actual', 'JJ'), ('talk', 'NN'), ('fight', 'NN'), ('club', 'NN')]",1
"[('crazi', 'NN'), ('good', 'JJ')]",1
"[('unpredict', 'JJ'), ('movi', 'NN')]",1
"[('watch', 'NN'), ('movi', 'NN')]",1
"[('love', 'VB'), ('hate', 'NN'), ('person', 'NN'), ('love', 'VB')]",1
"[('thing', 'NN'), ('end', 'NN'), ('own', 'JJ')]",1
"[('go', 'VB'), ('complet', 'NN'), ('blind', 'NN')]",1
"[('everyon', 'NN'), ('s', 'NN'), ('favorit', 'NN'), ('movi', 'NN'), ('besid', 'NN')]",1
"[('s', 'JJ'), ('hard', 'JJ'), ('take', 'NN'), ('eye', 'NN'), ('away', 'RB')]",1
"[('watch', 'NN'), ('atleast', 'NN'), ('twice', 'NN')]",1
"[('studi', 'NN'), ('philosophi', 'NN'), ('film', 'NN'), ('took', 'VBD'), ('ride', 'NN')]",1
"[('fight', 'NN')]",1
"[('danger', 'NN'), ('brilliant', 'NN'), ('film', 'NN'), ('entertain', 'VBP'), ('well', 'RB'), ('enlighten', 'RB')]",0
"[('first', 'RB'), ('review', 'VB'), ('favorit', 'NN'), ('movi', 'NN')]",1
"[('import', 'NN'), ('movi', 'NN')]",1
"[('lifechang', 'NN'), ('fight', 'NN'), ('club', 'NN')]",1
"[('uniqu', 'JJ'), ('film', 'NN')]",1
"[('first', 'RB'), ('rule', 'NN'), ('fight', 'NN'), ('club', 'NN'), ('never', 'RB'), ('talk', 'NN'), ('overhyp', 'JJ'), ('fight', 'NN'), ('club', 'NN')]",1
"[('epic', 'NN'), ('everi', 'NN'), ('sens', 'VBZ'), ('word', 'NN')]",1
"[('s', 'RB'), ('good', 'JJ'), ('world', 'NN'), ('mr', 'NN'), ('frodo', 'NN'), ('s', 'VBD'), ('worth', 'JJ'), ('fight', 'NN')]",1
"[('great', 'JJ'), ('movi', 'NN')]",0
"[('absolut', 'JJ'), ('total', 'NN'), ('fantast', 'NN')]",1
"[('accomplish', 'JJ'), ('nearimposs', 'NN')]",1
"[('sophomor', 'NN'), ('effort', 'NN'), ('shine', 'NN'), ('brightli', 'NN'), ('first', 'RB')]",1
"[('magic', 'NN'), ('film', 'NN')]",1
"[('person', 'NN'), ('favourit', 'NN'), ('trilog', 'NN')]",1
"[('stand', 'NN'), ('ovat', 'NN'), ('concern', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('battl', 'NN'), ('sequenc', 'NN')]",1
"[('helm', 'NN'), ('s', 'NN'), ('deep', 'NN'), ('could', 'MD'), ('greatest', 'VB'), ('battl', 'IN'), ('sequenc', 'JJ'), ('time', 'NN')]",1
"[('preciou', 'NN')]",1
"[('visit', 'NN'), ('cinema', 'NN')]",1
"[('true', 'JJ'), ('fantasi', 'NN'), ('movi', 'NN')]",1
"[('magnific', 'NN'), ('epic', 'NN')]",1
"[('jackson', 'NN'), ('remain', 'VBP'), ('geniu', 'JJ'), ('seri', 'NN'), ('remain', 'VBP'), ('masterpiec', 'JJ'), ('faith', 'JJ'), ('enough', 'JJ'), ('tolkein', 'NN'), ('fantast', 'VBD'), ('movi', 'NN')]",1
"[('hail', 'NN'), ('hero', 'NN')]",1
"[('fantasi', 'RB'), ('great', 'JJ'), ('one', 'CD'), ('best', 'JJS'), ('sieg', 'NN'), ('put', 'VBD'), ('film', 'NN')]",1
"[('two', 'CD'), ('tower', 'JJR'), ('answer', 'NN'), ('preciou', 'NN')]",1
"[('tough', 'JJ'), ('put', 'NN'), ('film', 'NN'), ('came', 'VBD'), ('well', 'RB')]",1
"[('sequel', 'NN'), ('dwarf', 'NN'), ('predecessor', 'NN')]",1
"[('battl', 'NN'), ('middl', 'NN'), ('earth', 'NN'), ('begin', 'VB')]",1
"[('greatest', 'JJS'), ('three', 'CD'), ('ring', 'VBG')]",0
"[('filmcreatur', 'NN'), ('review', 'VB'), ('the', 'DT'), ('lord', 'NN'), ('ring', 'VBG'), ('two', 'CD'), ('tower', 'NN')]",1
"[('spotlight', 'JJ'), ('time', 'NN'), ('movi', 'NN'), ('review', 'NN'), ('would', 'MD'), ('trilogytobeon', 'VB'), ('film', 'NN')]",1
"[('oneofakind', 'RB'), ('mindblow', 'JJ'), ('masterpiec', 'NN')]",1
"[('possibl', 'NN'), ('maker', 'NN'), ('understand', 'NN'), ('incred', 'VBD'), ('film', 'NN')]",1
"[('incept', 'NN'), ('less', 'CC'), ('shock', 'NN'), ('matrix', 'NN')]",1
"[('answer', 'JJR'), ('question', 'NN'), ('one', 'CD'), ('answer', 'NN'), ('feel', 'NN'), ('guilt', 'NN')]",1
"[('insan', 'JJ'), ('brilliant', 'JJ'), ('nolan', 'NN'), ('outdon', 'NN')]",0
"[('gener', 'NN'), ('defin', 'NN')]",1
"[('decad', 'NN'), ('incept', 'NN'), ('may', 'MD'), ('religion', 'VB')]",1
"[('mindcraft', 'NN')]",1
"[('number', 'NN'), ('one', 'CD'), ('favorit', 'NN'), ('movi', 'NN')]",1
"[('wait', 'NN')]",1
"[('amazingli', 'NN'), ('origin', 'NN'), ('also', 'RB'), ('bit', 'RB'), ('overwhelm', 'JJ')]",1
"[('scifi', 'NN'), ('perfect', 'JJ'), ('truli', 'JJ'), ('mesmer', 'NN'), ('film', 'NN')]",0
"[('nt', 'RB'), ('win', 'JJ'), ('best', 'JJS'), ('pictur', 'NN')]",1
"[('first', 'RB'), ('lesson', 'JJ'), ('share', 'NN'), ('dream', 'NN'), ('stay', 'NN'), ('calm', 'NN')]",1
"[('matrix', 'NN'), ('dreamworld', 'NN'), ('nah', 'NN')]",1
"[('incrediblenolan', 'JJ'), ('keep', 'VB'), ('improv', 'NN'), ('incept', 'IN'), ('far', 'RB'), ('best', 'JJS'), ('improv', 'NN')]",-1
"[('nolan', 'JJ'), ('intellig', 'NN'), ('best', 'JJS')]",1
"[('perfect', 'JJ'), ('summer', 'NN'), ('blockbust', 'NN')]",1
"[('come', 'VB'), ('back', 'RB')]",1
"[('right', 'NN')]",1
"[('potpourri', 'NN'), ('vestig', 'NN'), ('review', 'NN'), ('buuel', 'NN'), ('meet', 'NN'), ('kubrick', 'JJ'), ('nolan', 'NN'), ('s', 'VBP'), ('ambiti', 'JJ'), ('ventur', 'NN'), ('till', 'NN'), ('date', 'NN')]",0
"[('incept', 'JJ'), ('christoph', 'NN'), ('nolan', 'NN'), ('s', 'VBZ'), ('masterpiec', 'NN')]",1
"[('much', 'RB'), ('less', 'JJR'), ('intellig', 'JJ'), ('seem', 'NN')]",1
"[('good', 'JJ'), ('idea', 'NN'), ('lost', 'VBD'), ('nois', 'JJ')]",-1
"[('incept', 'IN'), ('like', 'IN'), ('insipid', 'NN')]",-1
"[('fun', 'NN'), ('origin', 'RB'), ('much', 'RB'), ('better', 'JJR'), ('darker', 'NN'), ('plot', 'NN')]",-1
"[('excel', 'JJ'), ('timeless', 'NN'), ('classic', 'JJ'), ('best', 'RBS'), ('sequel', 'NN'), ('time', 'NN')]",1
"[('enjoy', 'VB'), ('one', 'CD'), ('new', 'JJ'), ('hope', 'NN')]",1
"[('one', 'CD'), ('one', 'CD')]",1
"[('worthi', 'JJ'), ('second', 'JJ'), ('5th', 'JJ'), ('star', 'NN'), ('war', 'NN'), ('instal', 'JJ'), ('might', 'MD'), ('best', 'JJS'), ('bunch', 'NN')]",0
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('best', 'JJS'), ('star', 'NN'), ('war', 'NN'), ('film', 'NN')]",1
"[('s', 'JJ'), ('darkest', 'JJS'), ('trilog', 'NN'), ('s', 'NN'), ('matur', 'NN')]",1
"[('even', 'RB'), ('though', 'IN'), ('nt', 'JJ'), ('director', 'NN'), ('s', 'VBD'), ('helm', 'JJ'), ('time', 'NN'), ('georg', 'NN'), ('luca', 'NN'), ('done', 'VBN')]",1
"[('finest', 'JJS'), ('trilog', 'NN'), ('luca', 'NN'), ('nt', 'IN'), ('write', 'JJ'), ('script', 'NN')]",1
"[('manag', 'NN'), ('even', 'RB'), ('better', 'RBR'), ('new', 'JJ'), ('hope', 'NN'), ('brilliant', 'NN')]",1
"[('best', 'JJS'), ('star', 'NN'), ('war', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('among', 'IN'), ('time', 'NN'), ('great', 'JJ'), ('scienc', 'JJ'), ('fiction', 'NN'), ('movi', 'NN'), ('absolut', 'NN'), ('must', 'MD'), ('see', 'VB')]",1
"[('fantast', 'NN'), ('sequel', 'NN')]",1
"[('best', 'JJS'), ('movi', 'NN'), ('star', 'NN'), ('war', 'NN')]",1
"[('darker', 'NN'), ('better', 'RBR'), ('new', 'JJ'), ('hope', 'NN')]",1
"[('best', 'JJS'), ('film', 'NN'), ('origin', 'NN'), ('trilog', 'NN')]",1
"[('outstand', 'NN'), ('follow', 'VB')]",1
"[('destini', 'NN')]",1
"[('star', 'JJ'), ('war', 'NN'), ('episod', 'NN'), ('v', 'NN'), ('empir', 'NN'), ('strike', 'NN'), ('back', 'RB')]",0
"[('ca', 'MD'), ('nt', 'RB'), ('make', 'VB'), ('like', 'IN')]",1
"[('greatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB')]",1
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('star', 'JJ'), ('war', 'NN'), ('episod', 'VBD'), ('5', 'CD'), ('empir', 'NN'), ('strike', 'NN'), ('back', 'RB')]",1
"[('wow', 'NN')]",1
"[('ah', 'NN'), ('ye', 'NN'), ('first', 'RB'), ('existenti', 'VBZ'), ('crisi', 'NN')]",1
"[('benchmark', 'NN'), ('forev', 'NN')]",1
"[('timeless', 'NN'), ('classic', 'JJ')]",1
"[('agent', 'NN'), ('smith', 'NN'), ('human', 'JJ'), ('be', 'VB'), ('diseas', 'JJ'), ('cancer', 'NN'), ('planet', 'NN'), ('re', 'NN'), ('plagu', 'NN'), ('cure', 'NN')]",1
"[('watersh', 'JJ'), ('moment', 'NN'), ('filmmak', 'NN'), ('kickass', 'NN'), ('masterpiec', 'NN')]",0
"[('one', 'CD'), ('best', 'JJS'), ('action', 'NN'), ('sci', 'NN'), ('fi', 'JJ'), ('action', 'NN'), ('movi', 'NN'), ('time', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('immens', 'NNS'), ('entertain', 'VBP'), ('intriguingli', 'JJ'), ('philosoph', 'NN'), ('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('matrix', 'VB'), ('one', 'CD'), ('best', 'JJS'), ('classic', 'JJ'), ('scifi', 'NN'), ('action', 'NN'), ('film', 'NN'), ('ever', 'RB')]",1
"[('scifi', 'JJ'), ('action', 'NN'), ('thriller', 'NN'), ('mileston', 'NN')]",1
"[('one', 'CD'), ('favorit', 'NN')]",1
"[('well', 'RB'), ('written', 'VBN'), ('make', 'VBP'), ('question', 'NN'), ('realiti', 'NN')]",1
"[('20', 'CD'), ('year', 'NN'), ('releas', 'NNS'), ('random', 'VBP'), ('thought', 'VBN'), ('revisit', 'NN'), ('matrix', 'NN'), ('spoiler', 'NN'), ('s', 'NN'), ('still', 'RB'), ('brilliant', 'JJ')]",1
"[('still', 'RB'), ('hip', 'VBZ'), ('heck', 'VB'), ('even', 'RB'), ('20', 'CD'), ('year', 'NN')]",1
"[('exhilar', 'JJ'), ('4dx', 'CD'), ('profound', 'NN'), ('experi', 'NN')]",1
"[('spoon', 'NN'), ('bend', 'NN')]",1
"[('last', 'JJ'), ('someth', 'JJ'), ('recommend', 'NN')]",1
"[('world', 'NN'), ('comput', 'NN')]",1
"[('welcom', 'NN'), ('real', 'JJ'), ('world', 'NN')]",1
"[('matrix', 'NN'), ('one', 'CD'), ('greatest', 'JJS'), ('ever', 'RB'), ('leagu', 'JJ'), ('shawshank', 'NN'), ('redempt', 'NN'), ('interstellar', 'NN')]",1
"[('matrix', 'RB'), ('well', 'RB'), ('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('one', 'CD'), ('thing', 'NN')]",1
"[('benchmark', 'NN'), ('scifi', 'NN'), ('film', 'NN'), ('come', 'VB')]",1
"[('wow', 'JJ'), ('final', 'JJ'), ('saw', 'NN')]",1
"[('almost', 'RB'), ('favorit', 'NN'), ('movi', 'NN'), ('ever', 'RB'), ('metaphorsquot', 'VBD'), ('known', 'VBN')]",1
"[('one', 'CD'), ('word', 'NN'), ('perfect', 'NN')]",1
"[('offer', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('refus', 'NN')]",1
"[('best', 'RB'), ('mobster', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('great', 'JJ'), ('director', 'NN'), ('peak', 'NN'), ('talent', 'NN')]",1
"[('one', 'CD'), ('word', 'NN'), ('priceless', 'NN')]",1
"[('greatest', 'JJS'), ('mob', 'NN'), ('film', 'NN'), ('still', 'RB'), ('today', 'NN')]",1
"[('definit', 'NN'), ('film', 'NN'), ('1990', 'CD')]",1
"[('crimin', 'NN'), ('mindset', 'NN')]",1
"[('simpli', 'NN'), ('masterpiec', 'NN'), ('scorses', 'VBZ'), ('s', 'JJ'), ('last', 'JJ'), ('truli', 'NN'), ('great', 'JJ'), ('movi', 'NN'), ('date', 'NN')]",1
"[('mob', 'NN'), ('reveal', 'NN')]",1
"[('martin', 'NN'), ('scorses', 'VBZ'), ('s', 'JJ'), ('masterpiec', 'NN')]",1
"[('classic', 'JJ'), ('durp', 'NN')]",1
"[('age', 'NN'), ('like', 'IN'), ('fine', 'JJ'), ('wine', 'NN')]",1
"[('slightli', 'NN'), ('disappoint', 'NN'), ('still', 'RB'), ('good', 'JJ')]",1
"[('icon', 'NN')]",0
"[('scorses', 'NNS'), ('s', 'VBP'), ('best', 'JJS')]",1
"[('good', 'JJ'), ('fella', 'NN'), ('nt', 'NNS'), ('get', 'VBP')]",1
"[('instant', 'JJ'), ('classic', 'NN')]",1
"[('classic', 'JJ'), ('mobster', 'NN'), ('film', 'NN')]",1
"[('classic', 'JJ'), ('modern', 'JJ'), ('day', 'NN'), ('gangster', 'NN'), ('film', 'NN')]",1
"[('scorses', 'NNS'), ('s', 'VBP'), ('masterpiec', 'JJ'), ('stand', 'VBP'), ('test', 'NN'), ('time', 'NN')]",1
"[('italian', 'JJ'), ('storytel', 'NN')]",1
"[('right', 'RB'), ('hail', 'NN'), ('one', 'CD'), ('greatest', 'JJS'), ('gangster', 'NN'), ('epic', 'NN'), ('time', 'NN')]",1
"[('masterpiec', 'NN'), ('get', 'VB'), ('better', 'JJR'), ('new', 'JJ'), ('view', 'NN')]",1
"[('slick', 'NN'), ('flashi', 'NN'), ('often', 'RB'), ('brilliant', 'JJ'), ('yet', 'RB'), ('make', 'VBP'), ('give', 'JJ'), ('hoot', 'NN'), ('charact', 'NN')]",1
"[('spirit', 'NN'), ('freedom', 'NN'), ('vs', 'NN'), ('spirit', 'JJ'), ('legal', 'JJ')]",0
"[('uplift', 'JJ'), ('dishearten', 'NNS'), ('sometim', 'VBP')]",0
